y_true,y_pred_xgb,error_xgb
7.0,7.044293,-0.04429292678833008
7.2,6.9415736,0.2584263801574709
7.25,6.99301,0.2569899559020996
7.4,7.119348,0.280651950836182
6.4,7.4339824,-1.0339823722839352
7.4,7.471336,-0.07133588790893519
7.2,7.544217,-0.3442171096801756
7.5,7.5858517,-0.08585166931152344
7.4,6.9188404,0.48115959167480504
6.4,7.363046,-0.9630461692810055
6.8,7.098279,-0.29827899932861346
8.0,7.399352,0.6006479263305664
7.2,7.17017,0.029830169677734553
7.8,7.600546,0.19945411682128888
6.4,7.6037064,-1.203706359863281
7.0,6.9749107,0.025089263916015625
7.2,7.046391,0.15360898971557635
7.4,7.546745,-0.1467448234558102
5.666666666666667,6.1056843,-0.43901761372884085
7.6,7.1892476,0.4107523918151852
7.2,6.986633,0.21336717605590838
6.6,7.0494246,-0.44942464828491246
6.0,6.1611285,-0.16112852096557617
6.0,6.81942,-0.8194198608398438
6.6,6.811287,-0.2112869262695316
6.5,6.080551,0.4194488525390625
5.75,6.4677258,-0.7177257537841797
7.0,6.9588366,0.04116344451904297
7.0,6.945824,0.05417585372924805
6.6,6.988152,-0.3881520271301273
6.6,7.321805,-0.7218050003051761
6.8,6.969449,-0.16944904327392596
6.4,7.084015,-0.6840148925781246
6.2,7.175229,-0.9752290725708006
7.2,7.115001,0.0849987983703615
8.25,7.1803465,1.0696535110473633
7.25,6.8612456,0.38875436782836914
7.8,7.079118,0.7208822250366209
7.25,7.5655403,-0.3155403137207031
6.4,7.109547,-0.709547138214111
8.0,7.491021,0.5089788436889648
7.0,6.7485566,0.25144338607788086
7.0,6.865088,0.13491201400756836
6.2,6.9235554,-0.7235553741455076
7.6,7.2817726,0.318227386474609
5.5,6.3903117,-0.8903117179870605
7.0,7.5909486,-0.5909485816955566
7.2,6.947508,0.252492141723633
7.0,6.9733777,0.026622295379638672
6.0,5.7705097,0.2294902801513672
5.6,6.1440835,-0.5440834999084476
6.333333333333333,6.7949758,-0.4616424242655439
5.8,6.458642,-0.6586420059204103
7.4,5.9112806,1.4887193679809574
7.0,6.950948,0.049051761627197266
7.0,6.9549923,0.04500770568847656
7.25,6.8496914,0.40030860900878906
7.25,6.923871,0.3261289596557617
6.0,6.966032,-0.9660320281982422
7.0,6.875479,0.12452077865600586
7.0,6.9200687,0.07993125915527344
7.5,7.0436554,0.4563446044921875
6.5,7.5864925,-1.0864925384521484
6.2,7.071369,-0.871369171142578
8.0,7.6629777,0.3370223045349121
7.0,7.056902,-0.05690193176269531
7.6,6.7032204,0.896779632568359
7.6,7.7525716,-0.1525715827941898
7.0,7.037524,-0.03752422332763672
7.0,7.0013537,-0.0013537406921386719
5.2,6.739821,-1.5398209571838377
7.6,7.4064746,0.19352540969848597
7.0,6.3896136,0.6103863716125488
7.4,7.172009,0.22799100875854528
7.2,7.0011797,0.19882030487060565
7.75,7.029452,0.720548152923584
5.6,6.0618153,-0.46181526184082067
6.666666666666667,5.9168262,0.7498404184977217
7.2,6.691208,0.5087921142578127
6.6,6.0758696,0.5241304397583004
7.666666666666667,7.1234636,0.5432030359903974
7.333333333333333,6.9445763,0.38875706990559866
7.0,7.015074,-0.015073776245117188
5.4,6.989184,-1.5891839027404782
7.2,6.9517117,0.24828834533691424
6.6,6.599821,0.00017890930175745723
7.0,6.976099,0.023900985717773438
7.4,7.0641613,0.33583869934082067
6.8,7.176233,-0.37623281478881854
6.0,6.8095374,-0.809537410736084
5.8,6.7441177,-0.9441177368164064
7.6,7.628813,-0.028812789916992543
8.0,7.025321,0.9746789932250977
7.8,7.3261986,0.47380142211914045
8.2,7.742692,0.4573080062866204
6.5,7.0705194,-0.5705194473266602
8.0,7.018557,0.981442928314209
7.0,6.1154895,0.8845105171203613
7.2,7.4254403,-0.2254403114318846
9.0,6.785986,2.2140140533447266
7.5,7.202935,0.29706478118896484
7.2,6.9853206,0.21467943191528338
6.4,7.3890753,-0.9890752792358395
3.333333333333333,5.842657,-2.5093237559000654
6.333333333333333,6.5222063,-0.1888729731241865
